839.284,253.633,0.878724,904.029,394.95,0.819614,809.931,394.884,0.774807,789.19,553.727,0.880807,765.838,721.701,0.824478,998.222,400.747,0.701765,1030.7,600.954,0.826922,892.278,739.303,0.824656,880.625,762.735,0.612529,812.761,753.954,0.57886,868.738,1024.84,0.531186,0,0,0,951.148,765.814,0.605699,968.805,1021.79,0.495392,974.747,1074.87,0.0627628,824.637,238.859,0.851111,868.753,227.239,0.843652,0,0,0,930.635,250.753,0.899529,0,0,0,0,0,0,977.641,1074.87,0.0511442,0,0,0,0,0,0,0,0,0
845.215,253.685,0.839605,906.976,394.912,0.837718,812.873,392.01,0.789965,789.455,556.747,0.837236,768.714,724.546,0.826651,1001.23,400.791,0.712078,1042.32,601.019,0.825607,898.126,736.368,0.820205,883.535,762.755,0.606883,812.903,756.931,0.569714,874.685,1027.67,0.587479,0,0,0,954.032,765.735,0.616006,974.623,1021.81,0.51853,977.753,1074.87,0.050016,833.347,241.755,0.92734,877.546,230.045,0.870138,0,0,0,936.408,250.791,0.865985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856.954,256.53,0.881246,915.834,392.035,0.792389,824.564,389.105,0.779615,801.034,553.981,0.809155,783.42,724.503,0.826062,1013,397.877,0.686959,1048.2,601.031,0.857034,906.901,739.112,0.873021,895.281,753.962,0.571156,830.415,745.145,0.558335,868.751,1007.08,0.439658,0,0,0,960.036,762.795,0.577289,977.602,1012.97,0.501048,983.557,1074.85,0.0538474,836.524,241.848,0.928922,880.618,235.961,0.888078,0,0,0,950.997,253.573,0.893291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862.97,262.379,0.856809,927.602,392.033,0.840353,833.444,389.054,0.815711,809.992,553.923,0.879886,789.353,718.736,0.827796,1021.82,400.734,0.713512,1048.3,601.04,0.852909,895.287,718.639,0.792195,906.985,759.81,0.566418,839.324,751.056,0.496135,883.579,1021.8,0.531966,0,0,0,974.616,762.735,0.558638,989.391,1018.82,0.490714,998.223,1074.86,0.0652053,853.981,241.844,0.91174,895.207,238.883,0.836318,0,0,0,954.22,250.797,0.889438,0,0,0,0,0,0,998.289,1074.85,0.05494,0,0,0,0,0,0,0,0,0
871.711,285.962,0.838954,936.445,391.938,0.808449,848.1,389.129,0.763078,818.766,556.772,0.726386,804.028,718.765,0.835755,1027.73,391.982,0.722372,1015.91,595.085,0.800261,809.8,601.03,0.832442,915.894,762.789,0.552579,854.042,753.991,0.541597,892.274,1018.84,0.497063,0,0,0,980.569,768.652,0.516162,998.313,1015.92,0.549405,0,0,0,857.054,265.318,0.932252,895.273,256.558,0.828024,0,0,0,963.003,256.571,0.832011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874.688,291.713,0.881698,945.329,391.929,0.816623,856.94,389.085,0.80043,830.405,568.572,0.685154,809.909,718.663,0.892346,1033.6,394.868,0.693589,977.751,577.448,0.85678,783.359,533.202,0.786265,921.721,759.866,0.548128,856.949,753.946,0.562458,889.345,1001.22,0.473668,0,0,0,980.637,765.72,0.530928,998.369,1012.95,0.538971,1007.13,1074.86,0.0550368,859.854,268.322,0.962596,895.233,265.427,0.877059,0,0,0,968.851,265.264,0.866452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877.496,291.857,0.890818,948.269,394.881,0.813049,859.833,392.032,0.77756,836.469,556.828,0.63375,809.974,718.615,0.90017,1039.41,394.966,0.689671,974.811,577.348,0.856712,777.562,530.323,0.786277,924.684,768.662,0.55229,857.048,762.748,0.575219,901.094,1021.74,0.540111,0,0,0,986.499,777.526,0.515647,1001.18,1021.76,0.555274,0,0,0,859.92,268.451,0.972756,895.206,268.249,0.887779,0,0,0,971.661,265.293,0.87141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874.626,291.968,0.881094,948.227,397.872,0.804898,857.031,394.865,0.785323,836.267,568.476,0.666484,812.724,718.694,0.881854,1039.45,403.702,0.696653,977.591,577.483,0.852278,774.552,533.182,0.787722,924.692,765.768,0.548408,857.051,759.851,0.572088,901.111,1021.81,0.491481,0,0,0,986.511,774.598,0.512793,1001.21,1021.78,0.528405,1007.16,1074.87,0.0567814,859.868,271.239,0.957984,892.295,268.353,0.902426,0,0,0,965.898,268.179,0.879901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868.817,294.71,0.877659,948.19,400.799,0.803465,857.065,397.819,0.784123,833.425,574.325,0.734591,812.705,718.738,0.884414,1033.62,403.676,0.684331,974.765,580.401,0.835557,771.619,536.201,0.776414,924.637,765.725,0.544686,857.053,759.809,0.563478,901.168,1024.75,0.505943,0,0,0,983.543,771.664,0.512866,1001.2,1024.76,0.544032,1007.13,1074.87,0.0515623,857.036,271.315,0.943747,889.341,268.383,0.91251,0,0,0,962.894,268.236,0.891694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859.978,280.09,0.87802,942.343,397.858,0.776388,857.03,400.723,0.766199,836.439,571.451,0.668568,809.941,718.805,0.889479,1024.75,394.88,0.735247,995.296,595.015,0.816021,792.323,571.439,0.773045,921.753,765.797,0.546865,856.994,759.868,0.578934,901.11,1024.69,0.51828,0,0,0,983.5,777.486,0.515419,1001.24,1024.82,0.555903,1007.12,1074.87,0.0509076,854.014,262.439,0.847827,883.387,253.637,0.907377,0,0,0,957.106,268.269,0.921275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
