901.184,271.374,0.826746,883.571,609.783,0.511655,542.049,624.455,0.277414,0,0,0,0,0,0,1201.36,615.657,0.385689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821.666,203.581,0.838773,971.717,200.692,0.878144,718.685,244.734,0.823432,1054.2,241.837,0.789887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
909.945,285.966,0.794203,895.208,603.922,0.508334,547.923,624.476,0.269848,0,0,0,0,0,0,1207.24,615.668,0.384145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821.71,218.23,0.796245,974.766,203.667,0.846417,727.455,253.67,0.702037,1068.85,233.004,0.793311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912.891,341.845,0.703272,898.146,618.543,0.509547,544.984,639.191,0.268556,0,0,0,0,0,0,1210.2,624.475,0.381976,1280.76,1074.84,0.0744681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,842.301,253.676,0.715236,971.721,262.387,0.747251,739.176,274.205,0.703211,1063,280.139,0.707048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927.563,462.539,0.809748,886.428,606.781,0.54682,542.075,639.203,0.267517,0,0,0,0,0,0,1210.2,624.445,0.36465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845.239,385.96,0.742888,992.408,362.468,0.773255,739.319,327.176,0.56803,1068.92,318.455,0.631909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924.661,483.074,0.822088,898.149,606.834,0.525314,539.108,647.991,0.267238,0,0,0,0,0,0,1213.09,621.56,0.37835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,851.139,412.522,0.729663,992.33,383.162,0.757769,742.12,341.984,0.629359,1068.76,327.169,0.536073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921.746,491.997,0.730829,895.208,603.858,0.524832,536.184,645.052,0.281592,0,0,0,0,0,0,1213.12,624.455,0.388617,1307.3,1074.85,0.246299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,839.362,409.626,0.761177,983.526,397.883,0.737089,736.366,344.818,0.500299,1068.91,342.024,0.547754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912.966,492.001,0.741016,892.313,603.932,0.515757,533.205,648.037,0.27747,459.721,1074.84,0.0893079,0,0,0,1221.93,624.526,0.393788,1330.8,1074.86,0.261715,1151.28,1051.25,0.389429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,839.342,412.47,0.736018,986.451,400.781,0.719605,736.282,356.594,0.579426,1068.88,341.922,0.553337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921.727,480.292,0.758947,898.214,600.905,0.548235,542.045,624.486,0.291077,444.906,1074.85,0.193785,742.199,974.737,0.446319,1221.92,618.528,0.421339,1336.8,1074.86,0.253555,1139.58,986.499,0.511507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,848.176,409.639,0.688094,980.631,380.2,0.734686,739.159,327.22,0.527594,1065.93,324.254,0.514533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915.806,456.816,0.799708,898.135,594.999,0.576857,542.064,612.721,0.302801,456.638,1074.86,0.277185,742.217,924.636,0.514438,1224.85,603.85,0.439724,1330.77,1074.85,0.319603,1130.68,942.319,0.426017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,839.35,386.083,0.747337,983.539,359.51,0.746211,739.346,309.488,0.516036,1068.89,315.462,0.689216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912.963,447.862,0.745968,906.972,595.055,0.579115,542.082,612.7,0.307379,459.657,1074.86,0.210614,745.186,924.696,0.605145,1224.87,600.892,0.455611,1324.94,1074.86,0.29314,1119.05,930.547,0.608397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,839.339,377.227,0.751686,977.684,356.662,0.798938,736.264,315.386,0.440509,1068.8,315.495,0.709022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
